x,y,z,Class
544.924,1197.59,831.877,3
472.853,5632.618,580.676,0
2165.042,4617.759,846.807,0
485.221,2212.794,529.044,2
3084.893,487.084,760.823,4
2719.011,5096.74,1263.963,3
1604.444,695.079,1036.984,1
3106.079,5574.209,1186.11,3
4347.313,4142.09,1080.597,1
556.664,3167.112,664.183,4
3525.117,5614.423,1112.576,3
430.0,2690.0,930.0,1
3525.787,183.38,733.264,1
4649.024,4763.902,624.268,1
4250.071,1837.26,319.929,0
1008.88,2721.708,938.224,3
430.436,5762.282,972.349,2
1905.325,3728.049,1032.276,1
804.27,5817.135,579.493,4
1542.335,4102.275,970.0,2
2215.952,4694.502,928.61,0
3535.323,5008.014,1059.689,3
3670.295,1851.882,328.745,0
5543.161,2879.598,408.42,0
1766.353,2563.641,1128.742,3
5513.22,4635.311,759.492,1
5628.926,4904.558,596.945,2
5788.387,2978.892,692.567,1
4395.13,1892.857,352.013,0
2576.97,774.646,642.323,1
4787.941,1452.551,904.813,3
1504.54,3662.02,566.838,1
5336.302,4963.521,1045.105,3
971.899,924.657,189.731,3
3148.098,3234.683,952.634,1
1713.554,2870.877,1082.887,3
1566.401,4710.311,791.778,4
5141.848,2562.391,982.609,1
5368.571,3285.0,924.286,2
724.625,906.686,436.445,3
2595.909,762.727,660.0,2
5283.409,1249.497,917.141,3
5173.756,5124.78,558.683,2
3010.666,2469.137,884.272,4
4927.254,5595.834,1145.519,3
2790.0,3945.0,790.0,1
2487.147,4256.221,704.01,1
2731.186,1063.66,237.062,1
3957.731,2284.118,393.025,1
521.382,991.567,232.765,3
2504.842,4565.01,628.011,1
1503.692,1698.051,288.667,1
3817.136,1389.497,1017.085,1
956.16,2418.385,833.722,3
490.506,5275.121,1291.868,3
271.44,4207.943,1181.704,3
2509.295,5370.443,1185.571,3
3261.336,2442.708,1020.181,1
2887.071,2920.025,1138.122,3
981.03,1910.541,780.365,4
2244.068,4310.063,959.548,4
6072.464,4038.0,715.679,0
5847.622,5066.71,678.893,0
4198.228,5534.578,858.169,4
1110.308,5734.615,862.154,1
258.14,5412.14,1270.491,3
2003.082,3328.973,1001.08,3
4934.962,6071.261,947.376,3
2038.81,214.041,361.807,1
2620.97,1504.97,424.606,1
5448.11,3486.46,985.533,0
702.557,115.463,165.955,3
2345.0,5647.5,895.0,1
890.414,5615.759,467.69,0
2166.658,2000.169,547.046,1
807.849,4177.77,1283.998,3
1118.468,3619.591,1267.875,3
3176.477,5049.588,1126.434,3
1534.252,2653.747,894.814,3
2280.316,3380.752,791.189,1
1284.136,1713.797,367.525,0
4166.224,1356.023,1062.256,3
1055.336,457.84,237.445,3
4561.989,1641.32,954.457,3
652.0,4574.214,416.571,0
5279.465,4564.465,417.07,3
842.784,2288.479,463.814,3
852.272,670.775,246.253,3
3529.611,2919.728,380.389,0
6028.531,1814.84,489.704,2
