x,y,z,Class
326.143,3537.823,937.014,3
5007.198,2893.632,998.903,3
911.29,5638.402,671.21,4
2367.485,5196.81,587.178,2
3631.179,2496.627,415.516,0
2153.09,846.979,252.847,0
3596.958,2593.013,415.516,0
5453.083,4696.154,504.224,3
5635.855,4803.903,706.456,3
1997.267,1411.194,1149.58,3
4756.011,4447.041,581.386,1
4495.06,2052.976,296.726,0
5736.406,6034.086,1176.462,3
3547.616,4770.646,595.253,1
3753.041,5168.249,1048.157,1
2468.644,4101.445,1115.899,3
3098.923,2941.184,836.926,3
348.532,4570.763,717.301,3
3942.417,2660.695,413.609,0
802.156,4625.141,708.375,3
6000.663,1943.878,948.52,1
898.55,4141.046,883.996,3
229.331,4316.582,690.387,3
619.064,850.866,358.126,3
4115.619,2817.426,332.054,0
759.417,4295.623,734.899,3
4243.778,2985.682,420.398,0
4036.695,2773.898,490.254,0
4305.698,3168.196,757.859,1
97.34,4661.182,1144.298,3
910.287,2806.175,729.882,1
285.661,4791.067,779.819,3
2134.942,3647.023,657.082,2
3894.125,2456.271,258.185,0
969.876,4757.709,1085.418,0
5559.324,5426.553,556.878,3
4804.171,3440.284,1208.91,0
5274.903,5288.121,619.798,3
4056.946,3386.256,432.266,1
663.969,2316.198,1203.572,3
5785.405,4142.342,1002.77,1
4356.198,2834.341,298.892,0
4037.127,2899.179,280.336,0
2613.889,3310.0,727.778,1
1732.632,2841.579,1069.043,1
4490.0,4330.0,747.5,1
1273.648,4386.703,631.656,3
6045.947,2340.359,745.927,4
2326.455,5821.083,917.063,0
6035.196,3635.735,1175.735,1
1668.75,1150.0,758.75,1
5186.69,2325.778,977.738,3
5734.44,5547.349,1265.455,3
5493.057,5181.127,726.624,3
630.784,3622.607,1171.482,3
2971.267,127.642,534.313,3
3294.228,6090.415,1326.649,3
4211.583,3077.606,520.463,0
1504.444,3275.214,1257.063,3
4095.423,2885.423,469.801,0
4114.734,2446.095,331.538,0
4054.277,3025.843,547.47,0
2680.0,2415.476,982.381,2
3534.854,2407.485,425.439,0
4130.0,3716.667,465.0,2
830.635,3537.878,963.135,3
232.042,4432.901,1135.128,3
761.116,4901.459,1025.15,0
4471.074,2131.577,383.456,0
4067.936,2609.929,620.107,0
3702.491,5596.93,1336.535,3
4700.372,2111.558,1051.613,3
3899.562,5206.682,624.795,1
804.615,1977.846,489.385,2
2447.604,3079.107,791.723,1
867.222,1503.333,658.333,1
3752.045,2505.17,411.989,0
903.085,3391.971,1118.573,3
2928.412,2194.561,1051.608,3
3836.309,2673.691,474.128,0
2926.093,2721.038,955.726,3
4009.57,2947.043,412.634,0
1284.212,412.471,737.595,3
1236.034,4674.307,668.476,3
250.577,1621.923,850.962,2
2444.258,4567.69,1141.142,3
4509.57,5139.077,1161.95,4
6116.31,2609.963,528.155,0
4765.58,3469.964,689.813,4
896.557,967.706,588.803,3
1770.114,2095.398,713.92,1
4320.826,5556.391,694.862,0
3448.962,5244.962,861.423,0
1479.773,2517.727,424.545,1
583.565,4051.159,828.723,3
2930.904,1857.678,1081.158,3
3357.295,2074.139,225.328,0
886.465,1363.99,1164.549,3
4120.404,3128.081,582.424,0
4967.648,2249.978,522.505,1
4215.917,4821.592,1046.194,0
921.916,278.031,597.735,3
4545.69,1538.897,425.389,3
914.745,2431.255,1268.81,3
3576.426,2612.49,304.859,0
1010.329,1758.816,718.52,0
4268.076,2814.277,815.446,4
3486.946,2616.549,415.516,0
4891.054,1969.255,839.404,3
3634.286,2431.136,572.418,0
5361.881,5472.376,1032.772,2
3238.774,4832.551,929.867,1
440.984,3866.177,643.857,3
3846.464,2570.493,545.246,0
5318.939,2139.613,824.39,3
959.708,1708.149,606.039,0
1514.91,1642.699,821.722,2
4654.602,1197.481,806.34,3
